iter	Passed	Remaining
402	10452	5109
403	10476	5082
404	10503	5057
405	10527	5030
406	10551	5003
407	10574	4976
408	10600	4950
409	10624	4923
410	10647	4896
411	10672	4870
412	10696	4843
413	10720	4816
414	10748	4791
415	10772	4764
416	10796	4738
417	10819	4710
418	10843	4684
419	10869	4658
420	10894	4632
421	10919	4605
422	10945	4579
423	10968	4552
424	10993	4526
425	11017	4500
426	11047	4476
427	11076	4451
428	11103	4425
429	11128	4399
430	11153	4373
431	11182	4348
432	11205	4321
433	11232	4296
434	11255	4269
435	11281	4243
436	11309	4218
437	11332	4191
438	11353	4163
439	11376	4136
440	11397	4109
441	11423	4083
442	11446	4056
443	11471	4030
444	11497	4004
445	11521	3978
446	11545	3951
447	11573	3926
448	11598	3900
449	11622	3874
450	11647	3848
451	11671	3821
452	11697	3795
453	11718	3768
454	11739	3741
455	11762	3714
456	11789	3689
457	11813	3662
458	11835	3635
459	11858	3609
460	11884	3583
461	11908	3557
462	11933	3531
463	11956	3504
464	11980	3478
465	12006	3452
466	12030	3426
467	12055	3400
468	12081	3374
469	12100	3347
470	12123	3320
471	12148	3294
472	12173	3268
473	12198	3242
474	12224	3216
475	12248	3190
476	12273	3164
477	12299	3139
478	12323	3113
479	12348	3087
480	12371	3060
481	12398	3035
482	12425	3009
483	12449	2983
484	12473	2957
485	12498	2931
486	12523	2905
487	12548	2880
488	12576	2854
489	12601	2828
490	12626	2802
491	12649	2776
492	12674	2750
493	12698	2724
494	12723	2698
495	12747	2672
496	12770	2646
497	12795	2620
498	12820	2595
499	12847	2569
500	12871	2543
501	12895	2517
502	12921	2491
503	12947	2466
504	12972	2440
505	12997	2414
506	13024	2389
507	13050	2363
508	13074	2337
509	13098	2311
510	13120	2285
511	13144	2259
512	13168	2233
513	13191	2207
514	13214	2181
515	13239	2155
516	13262	2129
517	13287	2103
518	13312	2077
519	13337	2051
520	13360	2025
521	13381	1999
522	13404	1973
523	13428	1947
524	13449	1921
525	13473	1895
526	13497	1869
527	13522	1844
528	13546	1818
529	13571	1792
530	13595	1766
531	13618	1740
532	13641	1714
533	13662	1688
534	13687	1662
535	13711	1637
536	13740	1612
537	13766	1586
538	13791	1560
539	13816	1535
540	13837	1509
541	13863	1483
542	13886	1457
543	13914	1432
544	13937	1406
545	13964	1381
546	13986	1355
547	14009	1329
548	14034	1303
549	14059	1278
550	14080	1252
551	14103	1226
552	14126	1200
553	14149	1174
554	14170	1148
555	14193	1123
556	14215	1097
557	14238	1071
558	14261	1046
559	14284	1020
560	14307	994
561	14331	969
562	14354	943
563	14379	917
564	14404	892
565	14427	866
566	14449	840
567	14473	815
568	14495	789
569	14519	764
570	14542	738
571	14565	712
572	14588	687
573	14613	661
574	14636	636
575	14660	610
576	14682	585
577	14707	559
578	14730	534
579	14756	508
580	14780	483
581	14804	457
582	14829	432
583	14856	407
584	14880	381
585	14904	356
586	14930	330
587	14953	305
588	14980	279
589	15005	254
590	15030	228
591	15052	203
592	15076	177
593	15102	152
594	15125	127
595	15150	101
596	15171	76
597	15195	50
598	15217	25
599	15238	0
